Group 1,Group 2,H,p-value,q-value
Brookfield (n=9),Captive (n=12),13.656565656565661,0.00021947254905768592,0.00043894509811537183
Brookfield (n=9),Kooloola (n=20),1.6199999999999903,0.20309178757716562,0.24371014509259872
Brookfield (n=9),Wonga (n=22),3.030303030303031,0.0817227522986595,0.12258412844798924
Captive (n=12),Kooloola (n=20),18.00151515151515,2.2072921570670123e-05,0.00013243752942402074
Captive (n=12),Wonga (n=22),16.583116883116887,4.656369760041368e-05,0.00013969109280124106
Kooloola (n=20),Wonga (n=22),0.609513742071897,0.4349709535962829,0.4349709535962829
